Bin	genes	ARO	AMR Gene Family	phylum
SDQILC5.Bin17	193	115	148	Firmicutes
SDQILC5.Bin18	119	81	95	Firmicutes
SDQILC5.Bin21	145	93	112	Firmicutes
SDQILC5.Bin22	85	66	68	Firmicutes
SDQILC5.Bin26	207	115	156	Actinobacteriota
SDQILC5.Bin29	152	105	123	Actinobacteriota
SDQILC5.Bin31	147	86	132	Firmicutes
SDQILC5.Bin34	139	88	107	Firmicutes
SDQILC5.Bin6	128	92	106	Firmicutes
SDQILC8.Bin1	117	79	108	Firmicutes
SDQILC9.Bin11	213	123	171	Actinobacteriota
SDQILC9.Bin2	118	86	94	Firmicutes
SDQILC9.Bin5	95	76	77	Firmicutes
SDQILC9.Bin6	140	90	128	Firmicutes
SDQILC9.Bin8	64	52	54	Firmicutes
SDQILC9.Bin9	117	84	99	Actinobacteriota
SHCeC1.Bin11	122	76	101	Actinobacteriota
SHCeC1.Bin15	254	121	217	Firmicutes
SHCeC1.Bin18	178	91	140	Firmicutes
SHCeC1.Bin26	147	92	133	Synergistota
SHCeC1.Bin30	112	75	91	Firmicutes
SHCeC1.Bin31	164	101	146	Firmicutes
SHCeC1.Bin38	159	106	147	Bacteroidota
SHCeC1.Bin43	228	123	205	Firmicutes
SHCeC1.Bin45	225	110	185	Firmicutes
SHCeC1.Bin47	133	86	112	Firmicutes
SHCeC1.Bin58	52	44	44	Patescibacteria
SHCeC1.Bin61	176	103	138	Firmicutes
SHCeC1.Bin67	116	91	100	Bacteroidota
SHCeC1.Bin69	138	96	120	Firmicutes
SHCeC1.Bin71	153	104	146	Bacteroidota
SHCeC1.Bin85	205	102	182	Firmicutes
SHCeC12.Bin103	78	62	67	Firmicutes
SHCeC12.Bin11	116	83	98	Bacteroidota
SHCeC12.Bin114	161	112	136	Bacteroidota
SHCeC12.Bin118	60	49	50	Firmicutes
SHCeC12.Bin15	216	111	183	Firmicutes
SHCeC12.Bin16	203	102	157	Firmicutes
SHCeC12.Bin19	278	129	229	Firmicutes
SHCeC12.Bin24	191	104	159	Actinobacteriota
SHCeC12.Bin25	199	124	162	Firmicutes
SHCeC12.Bin29	274	129	220	Firmicutes
SHCeC12.Bin32	150	83	128	Firmicutes
SHCeC12.Bin33	133	89	115	Firmicutes
SHCeC12.Bin36	147	88	117	Actinobacteriota
SHCeC12.Bin39	72	50	70	Firmicutes
SHCeC12.Bin49	206	128	173	Bacteroidota
SHCeC12.Bin5	196	111	153	Firmicutes
SHCeC12.Bin56	145	98	124	Actinobacteriota
SHCeC12.Bin59	95	68	85	Firmicutes
SHCeC12.Bin6	181	103	140	Firmicutes
SHCeC12.Bin65	313	146	270	Firmicutes
SHCeC12.Bin66	213	108	179	Firmicutes
SHCeC12.Bin72	243	118	185	Firmicutes
SHCeC12.Bin75	262	109	211	Firmicutes
SHCeC12.Bin77	150	88	114	Firmicutes
SHCeC12.Bin8	171	105	154	Bacteroidota
SHCeC12.Bin80	152	102	128	Firmicutes
SHCeC12.Bin84	133	86	100	Firmicutes
SHCeC12.Bin90	247	139	222	Bacteroidota
SHCeC12.Bin94	153	89	125	Firmicutes
SHCeC12.Bin96	57	46	49	Firmicutes
SHCeC15.Bin16	106	71	90	Firmicutes
SHCeC15.Bin19	150	93	137	Firmicutes
SHCeC15.Bin2	196	97	160	Firmicutes
SHCeC15.Bin22	195	109	160	Firmicutes
SHCeC15.Bin28	104	83	94	Bacteroidota
SHCeC15.Bin32	129	92	108	Firmicutes
SHCeC15.Bin36	100	70	86	Firmicutes
SHCeC15.Bin38	178	99	150	Firmicutes
SHCeC15.Bin41	201	103	174	Firmicutes
SHCeC15.Bin45	135	85	115	Firmicutes
SHCeC15.Bin46	177	102	137	Firmicutes
SHCeC15.Bin47	196	104	169	Firmicutes
SHCeC15.Bin49	232	114	192	Firmicutes
SHCeC15.Bin53	198	125	173	Bacteroidota
SHCeC15.Bin58	433	164	321	Firmicutes
SHCeC15.Bin60	142	107	118	Bacteroidota
SHCeC15.Bin63	265	126	222	Firmicutes
SHCeC15.Bin72	140	90	112	Proteobacteria
SHCeC15.Bin74	147	97	116	Firmicutes
SHCeC15.Bin78	129	85	112	Desulfobacterota
SHCeC15.Bin8	99	68	83	Actinobacteriota
SHCeC16.Bin101	114	82	98	Bacteroidota
SHCeC16.Bin105	134	99	108	Bacteroidota
SHCeC16.Bin107	90	77	81	Bacteroidota
SHCeC16.Bin108	198	129	180	Bacteroidota
SHCeC16.Bin110	245	125	209	Firmicutes
SHCeC16.Bin114	211	107	186	Firmicutes
SHCeC16.Bin117	185	106	144	Firmicutes
SHCeC16.Bin12	207	111	166	Firmicutes
SHCeC16.Bin121	150	99	124	Actinobacteriota
SHCeC16.Bin124	116	74	98	Firmicutes
SHCeC16.Bin125	132	81	112	Actinobacteriota
SHCeC16.Bin14	119	70	106	Firmicutes
SHCeC16.Bin16	85	63	76	Firmicutes
SHCeC16.Bin22	207	101	184	Firmicutes
SHCeC16.Bin23	108	92	95	Bacteroidota
SHCeC16.Bin28	151	85	118	Firmicutes
SHCeC16.Bin30	162	97	129	Firmicutes
SHCeC16.Bin31	175	96	158	Firmicutes
SHCeC16.Bin36	108	88	91	Bacteroidota
SHCeC16.Bin39	181	105	161	Firmicutes
SHCeC16.Bin4	108	84	98	Firmicutes
SHCeC16.Bin42	86	79	80	Bacteroidota
SHCeC16.Bin43	136	104	114	Bacteroidota
SHCeC16.Bin52	85	68	72	Firmicutes
SHCeC16.Bin53	222	114	167	Firmicutes
SHCeC16.Bin58	135	92	115	Firmicutes
SHCeC16.Bin6	145	91	106	Firmicutes
SHCeC16.Bin64	211	107	182	Firmicutes
SHCeC16.Bin65	102	73	98	Firmicutes
SHCeC16.Bin66	166	115	144	Bacteroidota
SHCeC16.Bin67	188	112	149	Firmicutes
SHCeC16.Bin71	165	98	135	Firmicutes
SHCeC16.Bin78	205	104	163	Firmicutes
SHCeC16.Bin82	106	74	90	Firmicutes
SHCeC16.Bin84	132	83	103	Actinobacteriota
SHCeC16.Bin87	119	79	101	Firmicutes
SHCeC16.Bin91	189	114	160	Firmicutes
SHCeC16.Bin95	150	105	122	Spirochaetota
SHCeC16.Bin97	213	116	181	Firmicutes
SHCeC17.Bin102	57	47	49	Firmicutes
SHCeC17.Bin103	220	138	181	Bacteroidota
SHCeC17.Bin104	171	99	147	Firmicutes
SHCeC17.Bin106	107	95	97	Bacteroidota
SHCeC17.Bin107	109	73	97	Firmicutes
SHCeC17.Bin11	156	91	128	Firmicutes
SHCeC17.Bin112	161	97	144	Firmicutes
SHCeC17.Bin113	199	117	158	Actinobacteriota
SHCeC17.Bin13	109	86	90	Bacteroidota
SHCeC17.Bin14	203	118	163	Firmicutes
SHCeC17.Bin24	172	119	144	Bacteroidota
SHCeC17.Bin25	245	129	205	Firmicutes
SHCeC17.Bin26	170	105	145	Actinobacteriota
SHCeC17.Bin35	95	68	83	Firmicutes
SHCeC17.Bin45	153	94	125	Actinobacteriota
SHCeC17.Bin46	232	115	187	Firmicutes
SHCeC17.Bin5	255	121	212	Firmicutes
SHCeC17.Bin54	138	87	97	Firmicutes
SHCeC17.Bin55	92	66	78	Firmicutes
SHCeC17.Bin60	167	84	140	Firmicutes
SHCeC17.Bin61	215	118	175	Firmicutes
SHCeC17.Bin64	141	88	119	Actinobacteriota
SHCeC17.Bin65	147	107	134	Bacteroidota
SHCeC17.Bin68	134	85	109	Firmicutes
SHCeC17.Bin7	171	104	143	Firmicutes
SHCeC17.Bin71	141	96	119	Firmicutes
SHCeC17.Bin74	169	127	144	Bacteroidota
SHCeC17.Bin77	218	114	180	Firmicutes
SHCeC17.Bin78	223	124	174	Firmicutes
SHCeC17.Bin81	219	117	173	Firmicutes
SHCeC17.Bin83	139	99	133	Bacteroidota
SHCeC17.Bin97	59	49	49	Proteobacteria
SHCeC17.Bin99	216	136	186	Bacteroidota
SHCeC18.Bin109	228	128	173	Firmicutes
SHCeC18.Bin11	150	84	116	Firmicutes
SHCeC18.Bin110	174	109	144	Firmicutes
SHCeC18.Bin15	175	111	155	Bacteroidota
SHCeC18.Bin25	95	68	94	Firmicutes
SHCeC18.Bin36	175	105	138	Firmicutes
SHCeC18.Bin39	136	87	99	Firmicutes
SHCeC18.Bin40	307	135	241	Firmicutes
SHCeC18.Bin41	151	102	125	Firmicutes
SHCeC18.Bin45	137	88	112	Actinobacteriota
SHCeC18.Bin46	196	121	156	Desulfobacterota
SHCeC18.Bin53	134	89	101	Firmicutes
SHCeC18.Bin55	112	82	103	Desulfobacterota
SHCeC18.Bin68	178	107	144	Firmicutes
SHCeC18.Bin69	181	119	156	Bacteroidota
SHCeC18.Bin7	129	87	112	Firmicutes
SHCeC18.Bin71	115	74	97	Actinobacteriota
SHCeC18.Bin73	208	105	158	Firmicutes
SHCeC18.Bin74	173	102	139	Firmicutes
SHCeC18.Bin78	167	99	132	Actinobacteriota
SHCeC18.Bin81	158	95	134	Firmicutes
SHCeC18.Bin82	181	109	144	Actinobacteriota
SHCeC18.Bin83	190	102	149	Firmicutes
SHCeC18.Bin84	136	87	110	Firmicutes
SHCeC18.Bin85	191	108	163	Firmicutes
SHCeC18.Bin87	169	102	136	Firmicutes
SHCeC18.Bin91	194	108	155	Firmicutes
SHCeC18.Bin94	223	116	183	Firmicutes
SHCeC18.Bin98	134	84	107	Firmicutes
SHCeC18.Bin99	207	103	161	Firmicutes
SHCeC24.Bin10	159	95	143	Firmicutes
SHCeC24.Bin104	187	125	149	Desulfobacterota
SHCeC24.Bin105	288	129	237	Firmicutes
SHCeC24.Bin109	204	107	175	Firmicutes
SHCeC24.Bin110	160	96	126	Actinobacteriota
SHCeC24.Bin113	134	88	107	Actinobacteriota
SHCeC24.Bin124	163	96	135	Firmicutes
SHCeC24.Bin125	214	125	188	Bacteroidota
SHCeC24.Bin126	249	121	189	Firmicutes
SHCeC24.Bin127	164	89	157	Firmicutes
SHCeC24.Bin13	127	91	122	Bacteroidota
SHCeC24.Bin130	193	115	167	Firmicutes
SHCeC24.Bin137	133	94	123	Bacteroidota
SHCeC24.Bin140	216	133	189	Bacteroidota
SHCeC24.Bin141	130	89	111	Actinobacteriota
SHCeC24.Bin147	200	102	151	Firmicutes
SHCeC24.Bin149	213	113	173	Firmicutes
SHCeC24.Bin15	135	84	111	Firmicutes
SHCeC24.Bin150	174	103	140	Firmicutes
SHCeC24.Bin155	183	96	139	Firmicutes
SHCeC24.Bin19	168	92	157	Firmicutes
SHCeC24.Bin25	142	84	113	Firmicutes
SHCeC24.Bin26	128	89	114	Desulfobacterota
SHCeC24.Bin28	160	96	118	Firmicutes
SHCeC24.Bin3	166	114	140	Bacteroidota
SHCeC24.Bin35	200	103	158	Firmicutes
SHCeC24.Bin36	156	102	124	Actinobacteriota
SHCeC24.Bin40	137	105	123	Bacteroidota
SHCeC24.Bin41	142	88	119	Firmicutes
SHCeC24.Bin44	141	93	122	Actinobacteriota
SHCeC24.Bin45	106	88	89	Elusimicrobiota
SHCeC24.Bin46	126	101	110	Bacteroidota
SHCeC24.Bin49	187	98	157	Firmicutes
SHCeC24.Bin54	120	81	108	Firmicutes
SHCeC24.Bin55	190	102	155	Firmicutes
SHCeC24.Bin57	147	107	122	Bacteroidota
SHCeC24.Bin58	172	118	149	Bacteroidota
SHCeC24.Bin60	208	112	174	Firmicutes
SHCeC24.Bin63	72	55	62	Firmicutes
SHCeC24.Bin64	220	115	171	Firmicutes
SHCeC24.Bin71	143	97	117	Firmicutes
SHCeC24.Bin72	165	89	135	Firmicutes
SHCeC24.Bin74	211	121	172	Firmicutes
SHCeC24.Bin76	154	88	126	Firmicutes
SHCeC24.Bin77	79	58	71	Firmicutes
SHCeC24.Bin78	203	100	168	Firmicutes
SHCeC24.Bin8	78	58	71	Firmicutes
SHCeC24.Bin83	171	103	153	Firmicutes
SHCeC24.Bin86	149	91	119	Firmicutes
SHCeC24.Bin9	166	108	157	Bacteroidota
SHCeC24.Bin93	179	105	142	Firmicutes
SHCeC24.Bin94	165	100	131	Actinobacteriota
SHCeC24.Bin95	120	93	104	Bacteroidota
SHCeC24.Bin98	205	120	165	Firmicutes
SHCeC26.Bin101	169	97	129	Firmicutes
SHCeC26.Bin103	151	92	122	Firmicutes
SHCeC26.Bin11	137	77	116	Firmicutes
SHCeC26.Bin15	109	73	97	Firmicutes
SHCeC26.Bin16	175	125	148	Bacteroidota
SHCeC26.Bin21	200	107	168	Firmicutes
SHCeC26.Bin23	295	145	244	Firmicutes
SHCeC26.Bin24	119	80	95	Actinobacteriota
SHCeC26.Bin33	112	76	101	Firmicutes
SHCeC26.Bin34	75	59	69	Firmicutes
SHCeC26.Bin35	266	117	242	Firmicutes
SHCeC26.Bin38	141	89	117	Actinobacteriota
SHCeC26.Bin39	143	91	119	Actinobacteriota
SHCeC26.Bin4	141	94	115	Firmicutes
SHCeC26.Bin41	208	121	158	Firmicutes
SHCeC26.Bin51	183	114	154	Bacteroidota
SHCeC26.Bin56	83	56	73	Firmicutes
SHCeC26.Bin57	103	79	86	Bacteroidota
SHCeC26.Bin59	211	109	176	Firmicutes
SHCeC26.Bin60	174	105	157	Firmicutes
SHCeC26.Bin61	213	106	173	Firmicutes
SHCeC26.Bin78	195	108	159	Firmicutes
SHCeC26.Bin88	85	60	66	Firmicutes
SHCeC26.Bin95	194	107	155	Firmicutes
SHCeC26.Bin97	117	79	98	Firmicutes
SHCeC26.Bin98	134	104	114	Bacteroidota
SHCeC26.Bin99	127	87	105	Firmicutes
SHCeC27.Bin10	211	115	175	Firmicutes
SHCeC27.Bin100	62	51	50	Proteobacteria
SHCeC27.Bin102	267	129	235	Firmicutes
SHCeC27.Bin108	154	97	141	Actinobacteriota
SHCeC27.Bin111	221	118	192	Firmicutes
SHCeC27.Bin113	88	64	75	Firmicutes
SHCeC27.Bin116	122	79	100	Firmicutes
SHCeC27.Bin117	244	119	198	Firmicutes
SHCeC27.Bin12	151	103	131	Firmicutes
SHCeC27.Bin128	194	107	157	Firmicutes
SHCeC27.Bin129	207	113	175	Firmicutes
SHCeC27.Bin13	175	110	144	Firmicutes
SHCeC27.Bin131	190	119	164	Bacteroidota
SHCeC27.Bin132	143	84	106	Firmicutes
SHCeC27.Bin138	228	138	190	Bacteroidota
SHCeC27.Bin14	204	101	175	Firmicutes
SHCeC27.Bin18	162	95	139	Firmicutes
SHCeC27.Bin2	213	120	165	Firmicutes
SHCeC27.Bin24	154	97	135	Bacteroidota
SHCeC27.Bin26	235	118	183	Firmicutes
SHCeC27.Bin28	101	84	88	Bacteroidota
SHCeC27.Bin35	296	126	227	Firmicutes
SHCeC27.Bin37	196	115	170	Desulfobacterota
SHCeC27.Bin39	133	90	120	Firmicutes
SHCeC27.Bin4	111	84	93	Bacteroidota
SHCeC27.Bin41	314	139	247	Firmicutes
SHCeC27.Bin45	112	75	96	Firmicutes
SHCeC27.Bin48	247	114	196	Firmicutes
SHCeC27.Bin49	52	45	45	Patescibacteria
SHCeC27.Bin5	83	60	78	Firmicutes
SHCeC27.Bin50	215	105	180	Firmicutes
SHCeC27.Bin52	49	44	41	Proteobacteria
SHCeC27.Bin53	236	146	207	Bacteroidota
SHCeC27.Bin56	253	110	217	Firmicutes
SHCeC27.Bin59	141	80	115	Firmicutes
SHCeC27.Bin6	163	97	127	Firmicutes
SHCeC27.Bin65	200	105	154	Firmicutes
SHCeC27.Bin73	144	96	116	Firmicutes
SHCeC27.Bin77	99	71	78	Firmicutes
SHCeC27.Bin78	134	85	112	Firmicutes
SHCeC27.Bin81	253	121	190	Firmicutes
SHCeC27.Bin85	140	81	122	Actinobacteriota
SHCeC27.Bin88	83	57	77	Firmicutes
SHCeC27.Bin90	123	76	106	Actinobacteriota
SHCeC27.Bin91	135	107	112	Bacteroidota
SHCeC27.Bin95	166	100	130	Firmicutes
SHCeC28.Bin106	110	74	106	Firmicutes
SHCeC28.Bin107	219	111	181	Firmicutes
SHCeC28.Bin110	149	89	125	Firmicutes
SHCeC28.Bin111	180	114	161	Bacteroidota
SHCeC28.Bin122	110	90	104	Bacteroidota
SHCeC28.Bin17	152	97	128	Actinobacteriota
SHCeC28.Bin21	139	103	131	Bacteroidota
SHCeC28.Bin22	222	111	172	Firmicutes
SHCeC28.Bin27	229	111	181	Firmicutes
SHCeC28.Bin29	264	138	221	Firmicutes
SHCeC28.Bin34	187	112	166	Firmicutes
SHCeC28.Bin36	77	51	69	Firmicutes
SHCeC28.Bin37	228	115	182	Firmicutes
SHCeC28.Bin39	265	126	220	Firmicutes
SHCeC28.Bin47	149	98	130	Bacteroidota
SHCeC28.Bin48	118	90	105	Bacteroidota
SHCeC28.Bin53	113	72	109	Firmicutes
SHCeC28.Bin54	132	85	113	Firmicutes
SHCeC28.Bin55	97	72	88	Bacteroidota
SHCeC28.Bin57	321	117	284	Firmicutes
SHCeC28.Bin60	169	103	141	Firmicutes
SHCeC28.Bin63	144	89	117	Firmicutes
SHCeC28.Bin64	95	61	88	Firmicutes
SHCeC28.Bin65	154	106	132	Bacteroidota
SHCeC28.Bin71	135	89	116	Firmicutes
SHCeC28.Bin77	232	112	172	Firmicutes
SHCeC28.Bin82	143	109	124	Bacteroidota
SHCeC28.Bin85	108	75	82	Firmicutes
SHCeC28.Bin87	143	89	114	Actinobacteriota
SHCeC28.Bin88	215	104	184	Firmicutes
SHCeC28.Bin9	215	105	161	Firmicutes
SHCeC28.Bin93	121	88	99	Spirochaetota
SHCeC28.Bin94	191	104	147	Firmicutes
SHCeC28.Bin95	161	116	126	Bacteroidota
SHCeC28.Bin98	153	95	120	Actinobacteriota
SHCeC4.Bin12	175	93	146	Firmicutes
SHCeC4.Bin16	166	87	148	Firmicutes
SHCeC4.Bin28	130	75	132	Firmicutes
SHCeC4.Bin29	99	69	82	Firmicutes
SHCeC4.Bin34	152	121	124	Bacteroidota
SHCeC4.Bin35	208	104	173	Firmicutes
SHCeC4.Bin45	126	78	98	Firmicutes
SHCeC4.Bin52	187	114	174	Bacteroidota
SHCeC4.Bin6	245	119	195	Firmicutes
SHCeC4.Bin66	197	119	160	Firmicutes
SHCeC4.Bin75	103	67	95	Actinobacteriota
SHCeC4.Bin79	219	131	188	Bacteroidota
SHCeC4.Bin8	105	81	101	Bacteroidota
SHCeC4.Bin82	121	77	101	Firmicutes
SHCeC7.Bin1	127	75	112	Firmicutes
SHCeC7.Bin12	122	84	110	Bacteroidota
SHCeC7.Bin17	147	108	130	Bacteroidota
SHCeC7.Bin21	137	82	122	Firmicutes
SHCeC7.Bin23	146	92	124	Actinobacteriota
SHCeC7.Bin25	191	111	145	Firmicutes
SHCeC7.Bin28	179	99	151	Firmicutes
SHCeC7.Bin32	119	73	95	Firmicutes
SHCeC7.Bin44	218	115	174	Firmicutes
SHCeC7.Bin49	194	108	169	Firmicutes
SHCeC7.Bin52	111	70	99	Firmicutes
SHCeC7.Bin54	163	84	144	Firmicutes
SHCeC7.Bin57	223	133	192	Bacteroidota
SHCeC7.Bin62	138	93	132	Bacteroidota
SHCeC7.Bin64	212	111	179	Firmicutes
SHCeC7.Bin65	156	97	128	Firmicutes
SHCeC7.Bin68	166	97	130	Firmicutes
SHCeC7.Bin74	182	109	138	Firmicutes
SHCeC7.Bin76	138	88	119	Actinobacteriota
SHCeC7.Bin81	99	69	89	Firmicutes
SSCeC-1.Bin11	126	88	106	Bacteroidota
SSCeC-1.Bin14	80	62	68	Firmicutes
SSCeC-1.Bin17	93	65	82	Proteobacteria
SSCeC-1.Bin18	94	73	79	Bacteroidota
SSCeC-1.Bin2	181	119	145	Proteobacteria
SSCeC-1.Bin21	126	86	101	Bacteroidota
SSCeC-1.Bin3	143	102	123	Bacteroidota
SSCeC-1.Bin30	108	69	88	Firmicutes
SSCeC-1.Bin33	87	72	74	Bacteroidota
SSCeC-1.Bin42	140	100	130	Bacteroidota
SSCeC-1.Bin47	44	38	36	Patescibacteria
SSCeC-1.Bin48	158	108	129	Bacteroidota
SSCeC-1.Bin49	60	46	57	Firmicutes
SSCeC-1.Bin50	143	101	135	Firmicutes
SSCeC-1.Bin57	94	78	78	Spirochaetota
SSCeC-1.Bin58	171	129	149	Bacteroidota
SSCeC-1.Bin6	191	129	166	Bacteroidota
SSCeC-1.Bin61	86	62	73	Verrucomicrobiota
SSCeC-1.Bin65	330	151	250	Firmicutes
SSCeC-1.Bin66	162	108	141	Bacteroidota
SSCeC-1.Bin67	130	89	108	Deferribacterota
SSCeC-1.Bin73	90	69	84	Desulfobacterota
SSCeC-1.Bin75	122	97	110	Bacteroidota
SSCeC-1.Bin76	146	102	126	Firmicutes
SSCeC-1.Bin77	80	56	71	Firmicutes
SSCeC-1.Bin81	171	115	155	Bacteroidota
SSCeC-1.Bin82	129	109	115	Bacteroidota
SSCeC-1.Bin87	178	114	152	Spirochaetota
SSCeC-1.Bin9	147	100	121	Desulfobacterota
SSCeC-10.Bin1	153	109	132	Bacteroidota
SSCeC-10.Bin10	78	54	69	Firmicutes
SSCeC-10.Bin11	186	100	155	Firmicutes
SSCeC-10.Bin15	128	97	114	Bacteroidota
SSCeC-10.Bin16	194	121	175	Bacteroidota
SSCeC-10.Bin19	109	86	89	Proteobacteria
SSCeC-10.Bin21	158	89	119	Firmicutes
SSCeC-10.Bin24	168	116	140	Bacteroidota
SSCeC-10.Bin25	96	79	85	Spirochaetota
SSCeC-10.Bin26	178	120	151	Bacteroidota
SSCeC-10.Bin27	136	99	115	Bacteroidota
SSCeC-10.Bin28	99	66	83	Firmicutes
SSCeC-10.Bin29	75	54	58	Proteobacteria
SSCeC-10.Bin30	91	69	85	Firmicutes
SSCeC-10.Bin32	196	109	162	Firmicutes
SSCeC-10.Bin33	359	156	282	Firmicutes
SSCeC-10.Bin35	154	115	128	Bacteroidota
SSCeC-10.Bin36	131	101	115	Bacteroidota
SSCeC-10.Bin37	46	39	45	Thermoplasmatota
SSCeC-10.Bin42	63	49	50	Proteobacteria
SSCeC-10.Bin50	136	100	120	Bacteroidota
SSCeC-10.Bin51	111	65	96	Firmicutes
SSCeC-10.Bin52	115	85	97	Bacteroidota
SSCeC-10.Bin54	156	107	135	Bacteroidota
SSCeC-10.Bin57	84	56	80	Firmicutes
SSCeC-10.Bin58	127	85	115	Bacteroidota
SSCeC-10.Bin63	54	44	44	Patescibacteria
SSCeC-10.Bin65	102	80	82	Bacteroidota
SSCeC-10.Bin66	99	73	77	Bacteroidota
SSCeC-10.Bin69	56	48	49	Proteobacteria
SSCeC-10.Bin71	98	64	92	Firmicutes
SSCeC-10.Bin73	42	35	37	Patescibacteria
SSCeC-10.Bin76	138	76	126	Firmicutes
SSCeC-10.Bin82	186	125	167	Bacteroidota
SSCeC-10.Bin86	158	93	139	Firmicutes
SSCeC-10.Bin87	167	116	156	Bacteroidota
SSCeC-10.Bin89	177	107	149	Spirochaetota
SSCeC-10.Bin94	67	56	60	Firmicutes
SSCeC-10.Bin96	161	87	146	Spirochaetota
SSCeC-2.Bin1	97	76	84	Proteobacteria
SSCeC-2.Bin11	115	89	99	Verrucomicrobiota
SSCeC-2.Bin15	102	72	82	Bacteroidota
SSCeC-2.Bin19	85	61	78	Firmicutes
SSCeC-2.Bin2	164	113	136	Bacteroidota
SSCeC-2.Bin25	377	161	299	Firmicutes
SSCeC-2.Bin28	129	92	118	Bacteroidota
SSCeC-2.Bin30	179	121	145	Bacteroidota
SSCeC-2.Bin31	122	90	110	Bacteroidota
SSCeC-2.Bin32	98	62	85	Firmicutes
SSCeC-2.Bin48	119	86	110	Bacteroidota
SSCeC-2.Bin53	105	75	91	Bacteroidota
SSCeC-2.Bin54	172	114	140	Desulfobacterota
SSCeC-2.Bin55	134	97	118	Bacteroidota
SSCeC-2.Bin57	205	102	170	Firmicutes
SSCeC-2.Bin59	112	91	94	Spirochaetota
SSCeC-2.Bin6	96	68	85	Firmicutes
SSCeC-2.Bin63	159	108	128	Bacteroidota
SSCeC-2.Bin8	180	120	155	Bacteroidota
SSCeC-3.Bin12	146	97	128	Desulfobacterota
SSCeC-3.Bin19	151	93	128	Firmicutes
SSCeC-3.Bin2	140	105	118	Proteobacteria
SSCeC-3.Bin22	54	43	55	Firmicutes
SSCeC-3.Bin24	102	78	86	Verrucomicrobiota
SSCeC-3.Bin25	127	94	110	Bacteroidota
SSCeC-3.Bin27	81	65	70	Firmicutes
SSCeC-3.Bin31	127	90	116	Bacteroidota
SSCeC-3.Bin36	75	59	67	Firmicutes
SSCeC-3.Bin42	186	122	165	Bacteroidota
SSCeC-3.Bin52	173	101	145	Actinobacteriota
SSCeC-3.Bin55	116	93	103	Bacteroidota
SSCeC-3.Bin6	181	100	154	Firmicutes
SSCeC-4.Bin10	175	110	134	Proteobacteria
SSCeC-4.Bin19	250	127	188	Firmicutes
SSCeC-4.Bin2	144	106	125	Bacteroidota
SSCeC-4.Bin21	114	78	98	Firmicutes
SSCeC-4.Bin26	91	69	77	Bacteroidota
SSCeC-4.Bin32	140	105	127	Bacteroidota
SSCeC-4.Bin34	188	123	169	Bacteroidota
SSCeC-4.Bin37	168	100	141	Fusobacteriota
SSCeC-4.Bin46	110	84	98	Bacteroidota
SSCeC-4.Bin49	124	86	108	Proteobacteria
SSCeC-4.Bin50	122	99	105	Bacteroidota
SSCeC-4.Bin53	125	87	114	Bacteroidota
SSCeC-4.Bin56	159	109	129	Proteobacteria
SSCeC-4.Bin59	129	101	108	Campylobacterota
SSCeC-4.Bin61	39	27	37	Firmicutes
SSCeC-4.Bin62	147	116	124	Bacteroidota
SSCeC-4.Bin8	160	108	142	Bacteroidota
SSCeC-4.Bin9	196	128	170	Bacteroidota
SSCeC-5.Bin1	177	117	148	Bacteroidota
SSCeC-5.Bin13	86	62	76	Firmicutes
SSCeC-5.Bin17	222	115	175	Firmicutes
SSCeC-5.Bin27	97	69	90	Firmicutes
SSCeC-5.Bin9	92	66	82	Firmicutes
SSCeC-6.Bin1	99	79	86	Proteobacteria
SSCeC-6.Bin10	113	85	97	Bacteroidota
SSCeC-6.Bin12	138	94	129	Bacteroidota
SSCeC-6.Bin13	114	74	86	Verrucomicrobiota
SSCeC-6.Bin26	138	102	127	Bacteroidota
SSCeC-6.Bin6	73	57	68	Firmicutes
SSCeC-6.Bin7	153	99	136	Spirochaetota
SSCeC-6.Bin8	150	108	125	Bacteroidota
SSCeC-6.Bin9	109	69	96	Firmicutes
SSCeC-7.Bin10	73	65	63	Elusimicrobiota
SSCeC-7.Bin11	41	36	37	Proteobacteria
SSCeC-7.Bin13	215	116	174	Firmicutes
SSCeC-7.Bin14	56	45	41	Proteobacteria
SSCeC-7.Bin15	153	91	138	Spirochaetota
SSCeC-7.Bin17	166	121	138	Bacteroidota
SSCeC-7.Bin21	148	111	124	Bacteroidota
SSCeC-7.Bin22	146	101	121	Bacteroidota
SSCeC-7.Bin24	108	75	93	Firmicutes
SSCeC-7.Bin26	87	64	71	Firmicutes
SSCeC-7.Bin35	157	108	126	Bacteroidota
SSCeC-7.Bin38	100	66	80	Firmicutes
SSCeC-7.Bin39	163	85	146	Spirochaetota
SSCeC-7.Bin40	79	57	71	Firmicutes
SSCeC-7.Bin41	133	81	122	Spirochaetota
SSCeC-7.Bin44	168	117	141	Bacteroidota
SSCeC-7.Bin45	88	67	73	Bacteroidota
SSCeC-7.Bin47	108	66	90	Firmicutes
SSCeC-7.Bin51	46	38	37	Firmicutes
SSCeC-7.Bin6	65	48	57	Halobacteriota
SSCeC-7.Bin7	107	75	95	Firmicutes
SSCeC-7.Bin9	102	73	86	Bacteroidota
SSCeC-8.Bin1	133	92	109	Proteobacteria
SSCeC-8.Bin10	139	94	124	Bacteroidota
SSCeC-8.Bin14	166	103	136	Desulfobacterota
SSCeC-8.Bin15	119	97	103	Bacteroidota
SSCeC-8.Bin16	142	101	133	Bacteroidota
