genome	99%ANI	95%ANI
MAGs.MD14d_CeC_8.Bin11	299_1	299
MAGs.PD14d_CeC_1.Bin39	299_1	299
MAGs.PD14d_CeC_3.Bin20	299_1	299
MAGs.PD14d_CeC_5.Bin24	299_1	299
MAGs.MD14d_CeC_1.Bin23	300_1	300
MAGs.MD14d_CeC_2.Bin44	300_1	300
MAGs.MD14d_CeC_3.Bin20	300_1	300
MAGs.MD14d_CeC_4.Bin48	300_1	300
MAGs.MD14d_CeC_5.Bin21	300_1	300
MAGs.MD14d_CeC_6.Bin9	300_1	300
MAGs.MD14d_CeC_7.Bin43	300_1	300
MAGs.MD14d_CeC_8.Bin21	300_1	300
MAGs.PD14d_CeC_1.Bin5	300_1	300
MAGs.ANCeC7.Bin27	301_0	301
MAGs.SHCeC18.Bin53	302_0	302
MAGs.WFHCeC1L.Bin89	303_1	303
MAGs.WNFCeC3L.Bin21	303_1	303
MAGs.SSCeC-7.Bin51	304_0	304
MAGs.SHCeC18.Bin83	305_1	305
MAGs.WFHCeC14L.Bin109	305_2	305
MAGs.SHCeC27.Bin50	306_1	306
MAGs.WFHCeC14L.Bin110	306_2	306
MAGs.WFHCeC22L.Bin24	307_0	307
MAGs.MD42d_CeC1.Bin21	308_1	308
MAGs.MD42d_CeC2.Bin1	308_1	308
MAGs.MD42d_CeC4.Bin24	308_1	308
MAGs.MD42d_CeC5.Bin31	308_1	308
MAGs.MD42d_CeC6.Bin14	308_1	308
MAGs.MD42d_CeC7.Bin31	308_1	308
MAGs.MD42d_CeC8.Bin13	308_1	308
MAGs.PD42d_CeC1.Bin42	308_1	308
MAGs.PD42d_CeC2.Bin22	308_1	308
MAGs.PD42d_CeC3.Bin12	308_1	308
MAGs.PD42d_CeC4.Bin25	308_1	308
MAGs.PD42d_CeC5.Bin18	308_1	308
MAGs.PD42d_CeC6.Bin31	308_1	308
MAGs.PD42d_CeC7.Bin47	308_1	308
MAGs.PD42d_CeC8.Bin16	308_1	308
MAGs.PD70dCeC1.Bin58	309_1	309
MAGs.PD70dCeC2.Bin24	309_1	309
MAGs.PD70dCeC5.Bin17	309_1	309
MAGs.PD70dCeC6.Bin70	309_1	309
MAGs.PD70dCoC1.Bin12	309_1	309
MAGs.PD70dCoC5.Bin7	309_1	309
MAGs.PD70d_CeC1.Bin42	309_1	309
MAGs.PD70d_CeC2.Bin35	309_1	309
MAGs.PD70d_CeC4.Bin6	309_1	309
MAGs.PD70d_CeC5.Bin17	309_1	309
MAGs.PD70d_CeC6.Bin52	309_1	309
MAGs.PD70d_CeC8.Bin9	309_1	309
MAGs.SHCeC12.Bin118	310_1	310
MAGs.SHCeC17.Bin102	310_1	310
MAGs.MD70d_CeC1.Bin48	311_1	311
MAGs.MD70d_CeC4.Bin43	311_1	311
MAGs.MD70d_CeC5.Bin13	311_1	311
MAGs.SHCeC16.Bin90	312_1	312
MAGs.SHCeC17.Bin31	312_1	312
MAGs.SHCeC24.Bin64	312_1	312
MAGs.SHCeC7.Bin55	312_1	312
MAGs.SDCeC5.Bin72	313_0	313
MAGs.MD14d_CeC_3.Bin2	314_1	314
MAGs.MD14d_CeC_4.Bin14	314_1	314
MAGs.MD14d_CeC_7.Bin11	314_1	314
MAGs.MD14d_CeC_8.Bin30	314_1	314
MAGs.SXCeC3.Bin68	315_0	315
MAGs.SHCeC28.Bin85	316_0	316
MAGs.MD42d_CeC4.Bin5	317_1	317
MAGs.MD42d_CeC5.Bin6	317_1	317
MAGs.MD42d_CeC6.Bin33	317_1	317
MAGs.HBCeC4.Bin8	318_1	318
MAGs.HBCeC6.Bin29	318_1	318
MAGs.HBCeC4.Bin40	319_0	319
MAGs.HBCeC1.Bin18	320_1	320
MAGs.HBCeC4.Bin6	320_1	320
MAGs.HBCeC6.Bin9	320_1	320
MAGs.SHCeC16.Bin53	321_1	321
MAGs.SHCeC28.Bin77	321_1	321
MAGs.MD14d_CeC_3.Bin19	322_1	322
MAGs.MD14d_CeC_8.Bin12	322_1	322
MAGs.SHCeC28.Bin57	323_0	323
MAGs.WFHCeC1L.Bin124	324_1	324
MAGs.WNCeC1L.Bin32	324_1	324
MAGs.WNFCeC3L.Bin18	324_1	324
MAGs.WNFCeC4L.Bin21	324_1	324
MAGs.HNCeC12.Bin16	325_1	325
MAGs.PD42d_CeC1.Bin36	325_2	325
MAGs.MD14d_CeC_1.Bin34	326_1	326
MAGs.MD14d_CeC_2.Bin35	326_1	326
MAGs.MD14d_CeC_3.Bin29	326_1	326
MAGs.MD14d_CeC_4.Bin53	326_1	326
MAGs.MD14d_CeC_5.Bin12	326_1	326
MAGs.MD14d_CeC_6.Bin6	326_1	326
MAGs.MD14d_CeC_7.Bin50	326_1	326
MAGs.MD14d_CeC_8.Bin9	326_1	326
MAGs.MD70dCeC2.Bin18	326_1	326
MAGs.MD70d_CeC2.Bin23	326_1	326
MAGs.MD70d_CeC6.Bin28	326_1	326
MAGs.PD14d_CeC_1.Bin11	326_1	326
MAGs.PD14d_CeC_2.Bin13	326_1	326
MAGs.PD14d_CeC_3.Bin7	326_1	326
MAGs.PD14d_CeC_4.Bin3	326_1	326
MAGs.PD14d_CeC_5.Bin6	326_1	326
MAGs.PD14d_CeC_6.Bin8	326_1	326
MAGs.PD14d_CeC_7.Bin20	326_1	326
MAGs.PD14d_CeC_8.Bin27	326_1	326
MAGs.PD42d_CeC1.Bin58	326_1	326
MAGs.MD70dCeC1.Bin53	326_2	326
MAGs.MD70dCeC5.Bin3	326_2	326
MAGs.MD70d_CeC1.Bin50	326_2	326
MAGs.MD70d_CeC5.Bin17	326_2	326
MAGs.FJCeC2.Bin72	327_0	327
MAGs.MD42d_CeC4.Bin13	328_1	328
MAGs.MD42d_CeC6.Bin4	328_1	328
MAGs.HBCeC1.Bin32	329_1	329
MAGs.MD14d_CeC_2.Bin18	329_1	329
MAGs.MD14d_CeC_4.Bin31	329_1	329
MAGs.MD14d_CeC_5.Bin15	329_1	329
MAGs.MD14d_CeC_7.Bin73	329_1	329
MAGs.PD14d_CeC_1.Bin26	329_1	329
MAGs.PD14d_CeC_3.Bin13	329_1	329
MAGs.PD14d_CeC_5.Bin5	329_1	329
MAGs.PD14d_CeC_8.Bin19	329_1	329
MAGs.MD14d_CeC_3.Bin21	329_2	329
MAGs.MD14d_CeC_8.Bin35	329_2	329
MAGs.MD42d_CeC3.Bin26	329_2	329
MAGs.MD42d_CeC7.Bin1	329_2	329
MAGs.PD42d_CeC1.Bin9	329_2	329
MAGs.PD42d_CeC4.Bin9	329_2	329
MAGs.PD42d_CeC5.Bin34	329_2	329
MAGs.PD42d_CeC6.Bin35	329_2	329
MAGs.PD42d_CeC7.Bin37	329_2	329
MAGs.PD42d_CeC8.Bin11	329_2	329
MAGs.FJCeC5.Bin33	330_1	330
MAGs.HNCeC10.Bin14	330_1	330
MAGs.PD7d_CeC_6.Bin1	330_1	330
MAGs.PD7d_CeC_8.Bin4	330_1	330
MAGs.FJCeC3.Bin4	330_2	330
MAGs.SDQCeC1R.Bin5	330_3	330
MAGs.WFHCeC25L.Bin72	330_3	330
MAGs.MD14d_CeC_7.Bin29	330_4	330
MAGs.ANCeC7.Bin80	331_1	331
MAGs.SHCeC12.Bin108	331_1	331
MAGs.ANCeC5.Bin24	332_0	332
MAGs.HNCeC7.Bin66	333_0	333
MAGs.WNFCeC3L.Bin12	334_0	334
MAGs.FJCeC3.Bin118	335_1	335
MAGs.HNCeC16.Bin8	335_1	335
MAGs.HNCeC18.Bin16	335_1	335
MAGs.WFHCeC25L.Bin129	335_1	335
MAGs.SSCeC-9.Bin18	335_2	335
MAGs.SDQCeC9R.Bin89	335_3	335
MAGs.WFHCeC21L.Bin93	335_4	335
MAGs.WFHCeC2L.Bin14	335_5	335
MAGs.WFHCeC23L.Bin1	335_6	335
MAGs.HNCeC11.Bin42	335_7	335
MAGs.WFHCeC24L.Bin82	335_8	335
MAGs.SHCeC18.Bin85	336_0	336
MAGs.SHCeC7.Bin21	337_0	337
MAGs.HEBCeC-15.Bin15	338_1	338
MAGs.HNCeC7.Bin98	338_1	338
MAGs.SXCeC4.Bin47	338_1	338
MAGs.WFHCeC14L.Bin137	339_0	339
MAGs.WFHCeC16L.Bin24	340_0	340
MAGs.FJCeC4.Bin13	341_1	341
MAGs.WFHCeC12L.Bin58	341_1	341
MAGs.WFHCeC23L.Bin71	341_1	341
MAGs.WHYCoC3.Bin25	341_1	341
MAGs.HNCeC14.Bin25	341_2	341
MAGs.WHYCeC1R.Bin41	341_2	341
MAGs.HNCeC17.Bin72	341_3	341
MAGs.SDQCeC1L.Bin73	341_4	341
MAGs.SDQCeC1R.Bin19	341_4	341
MAGs.HNCeC12.Bin37	341_5	341
MAGs.WFHCeC21L.Bin56	341_6	341
MAGs.WFHCeC22L.Bin23	341_7	341
MAGs.HNCeC10.Bin109	342_1	342
MAGs.HNCeC18.Bin93	342_1	342
MAGs.FJCeC1.Bin23	342_2	342
MAGs.SSCeC-2.Bin57	342_2	342
MAGs.WFHCeC14L.Bin61	342_2	342
MAGs.WFHCeC21L.Bin74	342_2	342
MAGs.WFHCeC22L.Bin118	342_2	342
MAGs.WFHCeC25L.Bin16	342_2	342
MAGs.HNCeC11.Bin56	342_3	342
MAGs.WFHCeC24L.Bin8	342_4	342
MAGs.WFHCeC24L.Bin84	343_0	343
MAGs.MD14d_CeC_4.Bin39	344_1	344
MAGs.MD14d_CeC_7.Bin47	344_1	344
MAGs.PD14d_CeC_2.Bin8	344_1	344
MAGs.HBCeC1.Bin39	344_2	344
MAGs.HBCeC2.Bin53	344_2	344
MAGs.HBCeC3.Bin9	344_2	344
MAGs.PD14d_CeC_4.Bin4	344_3	344
MAGs.ANCeC5.Bin68	345_0	345
MAGs.HEBCeC-18.Bin21	346_1	346
MAGs.HEBCeC-21.Bin15	346_1	346
MAGs.ANCeC1.Bin34	346_2	346
MAGs.SDQCeC8L.Bin47	347_0	347
MAGs.MD70dCeC1.Bin59	348_1	348
MAGs.PD14d_CeC_1.Bin9	348_1	348
MAGs.PD14d_CeC_3.Bin8	348_1	348
MAGs.PD14d_CeC_5.Bin20	348_1	348
MAGs.PD14d_CeC_6.Bin12	348_1	348
MAGs.PD14d_CeC_7.Bin9	348_1	348
MAGs.PD14d_CeC_8.Bin28	348_1	348
MAGs.PD70dCeC1.Bin43	348_1	348
MAGs.PD70d_CeC5.Bin75	348_1	348
MAGs.PD70dCeC2.Bin41	348_2	348
MAGs.PD70dCeC3.Bin56	348_2	348
MAGs.PD70dCeC4.Bin33	348_2	348
MAGs.PD70dCeC5.Bin29	348_2	348
MAGs.PD70dCeC6.Bin68	348_2	348
MAGs.PD70d_CeC2.Bin1	348_2	348
MAGs.PD70d_CeC3.Bin51	348_2	348
MAGs.PD70d_CeC6.Bin12	348_2	348
MAGs.SXCeC4.Bin74	348_3	348
MAGs.JSCeC3.Bin84	349_1	349
MAGs.JSCeC4.Bin75	349_1	349
MAGs.JSCeC5.Bin57	349_1	349
MAGs.JSCeC6.Bin28	349_1	349
MAGs.MD14d_CeC_2.Bin36	349_2	349
MAGs.MD14d_CeC_5.Bin6	349_2	349
MAGs.MD14d_CeC_3.Bin22	349_3	349
MAGs.MD14d_CeC_8.Bin7	349_3	349
MAGs.HBCeC6.Bin13	349_4	349
MAGs.SDCeC4.Bin43	349_4	349
MAGs.SHCeC26.Bin23	350_0	350
MAGs.ANCeC4.Bin54	351_0	351
MAGs.FJCeC5.Bin65	352_1	352
MAGs.WFHCeC12L.Bin98	352_1	352
MAGs.WFHCeC13L.Bin94	352_1	352
MAGs.WNCeC2L.Bin31	352_1	352
MAGs.PD70dCeC3.Bin7	353_1	353
MAGs.PD70dCeC4.Bin45	353_1	353
MAGs.PD70d_CeC3.Bin15	353_1	353
MAGs.PD70d_CeC7.Bin19	353_1	353
MAGs.HNCeC13.Bin10	353_2	353
MAGs.WHYCoC3.Bin63	353_3	353
MAGs.FJCeC1.Bin119	354_1	354
MAGs.SDQCeC4L.Bin127	354_1	354
MAGs.ANCeC1.Bin49	355_1	355
MAGs.ANCeC7.Bin5	355_1	355
MAGs.SHCeC27.Bin129	355_1	355
MAGs.SHCeC16.Bin64	355_2	355
MAGs.SDCeC2.Bin4	356_0	356
MAGs.HEBCeC-15.Bin14	357_0	357
MAGs.PD14d_CeC_1.Bin24	358_0	358
MAGs.WFHCeC16L.Bin155	359_0	359
MAGs.SHCeC24.Bin60	360_0	360
MAGs.CeC192.Bin85	361_1	361
MAGs.WFHCeC16L.Bin84	361_2	361
MAGs.HNCeC11.Bin31	362_1	362
MAGs.SHCeC18.Bin81	362_2	362
MAGs.FJCeC4.Bin28	363_1	363
MAGs.FJCeC5.Bin123	363_1	363
MAGs.HNCeC17.Bin85	363_1	363
MAGs.HNCeC4.Bin68	363_1	363
MAGs.HNCeC5.Bin26	363_1	363
MAGs.HNCeC8.Bin54	363_1	363
MAGs.WFHCeC11L.Bin45	363_1	363
MAGs.WFHCeC12L.Bin19	363_1	363
MAGs.WFHCeC13L.Bin129	363_1	363
MAGs.WFHCeC3L.Bin11	363_1	363
MAGs.WHYCeC2R.Bin67	363_1	363
MAGs.WHYCeC3L.Bin12	363_1	363
MAGs.WHYCeC3R.Bin85	363_1	363
MAGs.WHYCoC3.Bin89	363_1	363
MAGs.PD7d_CeC_5.Bin20	363_2	363
MAGs.MD14d_CeC_2.Bin21	364_1	364
MAGs.MD14d_CeC_5.Bin40	364_1	364
MAGs.MD14d_CeC_7.Bin24	364_1	364
MAGs.HNCeC7.Bin96	365_1	365
MAGs.SHCeC16.Bin82	365_2	365
MAGs.SHCeC17.Bin11	366_0	366
MAGs.FJCeC5.Bin1	367_1	367
MAGs.WFHCeC14L.Bin87	367_1	367
MAGs.FJCeC2.Bin95	368_1	368
MAGs.HEBCeC-18.Bin43	368_2	368
MAGs.SHCeC17.Bin5	369_1	369
MAGs.SHCeC28.Bin37	369_2	369
MAGs.SXCeC2.Bin51	370_1	370
MAGs.SXCeC4.Bin97	370_1	370
MAGs.PD70dCeC3.Bin9	371_1	371
MAGs.PD70dCeC4.Bin32	371_1	371
MAGs.PD70d_CeC3.Bin62	371_1	371
MAGs.PD70d_CeC7.Bin32	371_1	371
MAGs.FJCeC1.Bin90	372_1	372
MAGs.FJCeC3.Bin110	372_1	372
MAGs.FJCeC6.Bin54	372_1	372
MAGs.HEBCeC-25.Bin57	372_1	372
MAGs.HNCeC10.Bin71	372_1	372
MAGs.HNCeC11.Bin69	372_1	372
MAGs.HNCeC15.Bin65	372_1	372
MAGs.HNCeC16.Bin47	372_1	372
MAGs.HNCeC18.Bin43	372_1	372
MAGs.HNCeC6.Bin111	372_1	372
MAGs.HNCeC7.Bin92	372_1	372
MAGs.SDQCeC1L.Bin89	372_1	372
MAGs.SDQCeC1R.Bin53	372_1	372
MAGs.SDQCeC4R.Bin35	372_1	372
MAGs.SDQCeC9R.Bin62	372_1	372
MAGs.SHCeC15.Bin22	372_1	372
MAGs.SHCeC16.Bin97	372_1	372
MAGs.SHCeC17.Bin104	372_1	372
MAGs.SHCeC18.Bin25	372_1	372
MAGs.SHCeC24.Bin146	372_1	372
MAGs.SHCeC27.Bin18	372_1	372
MAGs.SHCeC28.Bin53	372_1	372
MAGs.SHCeC7.Bin67	372_1	372
MAGs.SSCeC-9.Bin66	372_1	372
MAGs.WFHCeC16L.Bin18	372_1	372
MAGs.WFHCeC21L.Bin10	372_1	372
MAGs.WFHCeC22L.Bin3	372_1	372
MAGs.WFHCeC24L.Bin10	372_1	372
MAGs.WFHCeC25L.Bin76	372_1	372
MAGs.WFHCeC2L.Bin29	372_1	372
MAGs.MD14d_CeC_3.Bin15	373_1	373
MAGs.MD14d_CeC_8.Bin8	373_1	373
MAGs.MD70dCeC2.Bin20	374_1	374
MAGs.MD70d_CeC2.Bin17	374_1	374
MAGs.MD70d_CeC6.Bin21	374_1	374
MAGs.HBCeC1.Bin1	374_2	374
MAGs.HBCeC2.Bin60	374_2	374
MAGs.HBCeC3.Bin38	374_2	374
MAGs.PD70dCeC2.Bin65	374_2	374
MAGs.PD70dCeC3.Bin32	374_2	374
MAGs.PD70dCeC4.Bin64	374_2	374
MAGs.PD70d_CeC3.Bin76	374_2	374
MAGs.SXCeC3.Bin36	374_2	374
MAGs.HBCeC4.Bin37	374_3	374
MAGs.HBCeC6.Bin11	374_3	374
MAGs.MD70dCeC1.Bin18	374_4	374
MAGs.WFHCeC25L.Bin45	375_0	375
MAGs.PD7d_CeC_6.Bin5	376_1	376
MAGs.SHCeC24.Bin105	376_1	376
MAGs.MD14d_CeC_3.Bin3	377_1	377
MAGs.MD14d_CeC_8.Bin16	377_1	377
MAGs.MD14d_CeC_1.Bin6	378_1	378
MAGs.MD14d_CeC_6.Bin27	378_1	378
MAGs.PD70dCeC6.Bin4	379_1	379
MAGs.PD70d_CeC4.Bin46	379_1	379
MAGs.PD70d_CeC8.Bin58	379_1	379
MAGs.HNCeC11.Bin90	379_2	379
MAGs.HNCeC18.Bin66	379_2	379
MAGs.PD7d_CeC_6.Bin19	379_2	379
MAGs.MD42d_CeC1.Bin4	380_1	380
MAGs.MD42d_CeC3.Bin17	380_1	380
MAGs.MD42d_CeC7.Bin33	380_1	380
MAGs.MD42d_CeC8.Bin16	380_1	380
MAGs.MD70dCeC1.Bin16	380_1	380
MAGs.MD70dCeC4.Bin12	380_1	380
MAGs.MD70dCeC5.Bin26	380_1	380
MAGs.MD70d_CeC1.Bin11	380_1	380
MAGs.MD70d_CeC4.Bin31	380_1	380
MAGs.MD70d_CeC5.Bin56	380_1	380
MAGs.MD70d_CeC8.Bin1	380_1	380
MAGs.PD42d_CeC1.Bin17	380_1	380
MAGs.PD42d_CeC4.Bin27	380_1	380
MAGs.PD42d_CeC5.Bin4	380_1	380
MAGs.PD42d_CeC6.Bin34	380_1	380
MAGs.PD42d_CeC7.Bin5	380_1	380
MAGs.PD42d_CeC8.Bin14	380_1	380
MAGs.PD70dCeC1.Bin70	380_1	380
MAGs.PD70dCeC2.Bin57	380_1	380
MAGs.PD70dCeC3.Bin89	380_1	380
MAGs.PD70dCeC4.Bin3	380_1	380
MAGs.PD70dCoC1.Bin37	380_1	380
MAGs.PD70dCoC5.Bin27	380_1	380
MAGs.PD70d_CeC1.Bin38	380_1	380
MAGs.PD70d_CeC2.Bin15	380_1	380
MAGs.PD70d_CeC3.Bin21	380_1	380
MAGs.PD70d_CeC5.Bin41	380_1	380
MAGs.PD70d_CeC6.Bin14	380_1	380
MAGs.PD70d_CeC7.Bin27	380_1	380
MAGs.MD70dCeC3.Bin13	380_2	380
MAGs.MD70dCeC6.Bin6	380_2	380
MAGs.MD70d_CeC7.Bin13	380_2	380
MAGs.HBCeC1.Bin6	380_3	380
MAGs.FJCeC5.Bin14	381_1	381
MAGs.HNCeC11.Bin93	381_1	381
MAGs.WFHCeC21L.Bin44	381_1	381
MAGs.WFHCeC22L.Bin74	381_1	381
MAGs.FJCeC4.Bin33	382_1	382
MAGs.HNCeC17.Bin37	382_1	382
MAGs.WFHCeC1L.Bin68	382_1	382
MAGs.WFHCeC23L.Bin16	382_1	382
MAGs.WFHCeC6L.Bin8	382_1	382
MAGs.WHYCeC4R.Bin59	382_1	382
MAGs.WHYCeC5R.Bin38	382_1	382
MAGs.WHYCeC6R.Bin7	382_1	382
MAGs.WHYCeC7R.Bin58	382_1	382
MAGs.WHYCoC7.Bin37	382_1	382
MAGs.ANCeC4.Bin81	383_0	383
MAGs.WNCeC1L.Bin34	384_0	384
MAGs.JSCeC1.Bin9	385_1	385
MAGs.JSCeC3.Bin97	385_1	385
MAGs.JSCeC4.Bin45	385_1	385
MAGs.MD14d_CeC_1.Bin33	385_1	385
MAGs.MD14d_CeC_2.Bin39	385_1	385
MAGs.MD14d_CeC_4.Bin35	385_1	385
MAGs.MD14d_CeC_5.Bin10	385_1	385
MAGs.MD14d_CeC_6.Bin3	385_1	385
MAGs.MD14d_CeC_7.Bin13	385_1	385
MAGs.MD70dCeC2.Bin31	385_1	385
MAGs.MD70d_CeC2.Bin36	385_1	385
MAGs.MD70d_CeC6.Bin16	385_1	385
MAGs.PD14d_CeC_1.Bin36	385_1	385
MAGs.PD14d_CeC_8.Bin24	385_1	385
MAGs.SDCeC2.Bin49	385_1	385
MAGs.SDCeC4.Bin29	385_1	385
MAGs.SDCeC5.Bin41	385_1	385
MAGs.SXCeC3.Bin73	385_1	385
MAGs.SXCeC4.Bin86	385_1	385
MAGs.SXCeC6.Bin28	385_1	385
MAGs.HNCeC17.Bin13	386_1	386
MAGs.MD70dCeC5.Bin10	386_1	386
MAGs.WFHCeC11L.Bin60	386_1	386
MAGs.WHYCoC3.Bin64	386_1	386
MAGs.PD7d_CeC_4.Bin7	387_0	387
MAGs.FJCeC5.Bin127	388_1	388
MAGs.SDQCeC4L.Bin34	388_1	388
MAGs.WHYCeC4R.Bin60	388_1	388
MAGs.WFHCeC16L.Bin14	388_2	388
MAGs.WHYCeC2R.Bin106	388_3	388
MAGs.JSCeC4.Bin94	389_0	389
MAGs.SHCeC1.Bin18	390_0	390
MAGs.ANCeC6.Bin87	391_1	391
MAGs.ANCeC7.Bin43	391_2	391
MAGs.MD70dCeC1.Bin25	392_1	392
MAGs.MD70dCeC5.Bin61	392_1	392
MAGs.MD70d_CeC1.Bin44	392_1	392
MAGs.MD70d_CeC5.Bin29	392_1	392
MAGs.PD70dCeC1.Bin36	392_2	392
MAGs.PD70d_CeC1.Bin49	392_2	392
MAGs.PD70d_CeC5.Bin37	392_2	392
MAGs.HEBCeC-25.Bin39	392_3	392
MAGs.SHCeC24.Bin28	392_4	392
MAGs.SSCeC-10.Bin21	392_5	392
MAGs.SDQCeC1L.Bin60	392_6	392
MAGs.SDQCeC1R.Bin9	392_6	392
MAGs.SDQCeC4L.Bin53	392_6	392
MAGs.HNCeC11.Bin47	392_7	392
MAGs.HNCeC16.Bin93	392_8	392
MAGs.HNCeC10.Bin107	392_9	392
MAGs.HNCeC18.Bin71	392_10	392
MAGs.WFHCeC24L.Bin114	392_11	392
MAGs.FJCeC1.Bin48	392_12	392
MAGs.WFHCeC22L.Bin100	392_13	392
MAGs.FJCeC5.Bin46	392_14	392
MAGs.HNCeC15.Bin85	393_1	393
MAGs.SHCeC16.Bin14	393_1	393
MAGs.SHCeC24.Bin78	393_1	393
MAGs.PD70dCeC3.Bin62	393_2	393
MAGs.PD70dCeC4.Bin59	393_2	393
MAGs.PD70d_CeC3.Bin31	393_2	393
MAGs.PD70d_CeC7.Bin15	393_2	393
MAGs.CeC192.Bin19	394_1	394
MAGs.FJCeC2.Bin71	394_1	394
MAGs.FJCeC4.Bin39	394_1	394
MAGs.HNCeC12.Bin53	394_1	394
MAGs.HNCeC17.Bin83	394_1	394
MAGs.HNCeC7.Bin64	394_1	394
MAGs.MD14d_CeC_1.Bin19	394_1	394
MAGs.MD14d_CeC_6.Bin39	394_1	394
MAGs.SDQCeC2L.Bin12	394_1	394
MAGs.SDQCeC4L.Bin5	394_1	394
MAGs.SDQCoC7.Bin5	394_1	394
MAGs.SHCeC16.Bin12	394_1	394
MAGs.SHCeC18.Bin40	394_1	394
MAGs.SSCeC-3.Bin6	394_1	394
MAGs.WFHCeC11L.Bin5	394_1	394
MAGs.WFHCeC12L.Bin42	394_1	394
MAGs.WFHCeC13L.Bin97	394_1	394
MAGs.WFHCeC1L.Bin46	394_1	394
MAGs.WFHCeC21L.Bin42	394_1	394
MAGs.WFHCeC23L.Bin5	394_1	394
MAGs.WFHCeC4L.Bin86	394_1	394
MAGs.WFHCeC6L.Bin38	394_1	394
MAGs.WHYCeC2L.Bin61	394_1	394
MAGs.WHYCeC2R.Bin16	394_1	394
MAGs.WHYCeC3L.Bin37	394_1	394
MAGs.WHYCeC3R.Bin62	394_1	394
MAGs.WHYCeC4L.Bin40	394_1	394
MAGs.WHYCeC4R.Bin13	394_1	394
MAGs.WHYCeC5L.Bin41	394_1	394
MAGs.WHYCeC5R.Bin5	394_1	394
MAGs.WHYCeC6L.Bin20	394_1	394
MAGs.WHYCeC6R.Bin18	394_1	394
MAGs.WHYCeC7L.Bin18	394_1	394
MAGs.WHYCeC7R.Bin40	394_1	394
MAGs.WHYCoC1.Bin10	394_1	394
MAGs.WHYCoC3.Bin91	394_1	394
MAGs.WHYCoC6.Bin2	394_1	394
MAGs.WHYCoC7.Bin15	394_1	394
MAGs.WNCeC1L.Bin53	394_1	394
MAGs.WNFCeC1L.Bin4	394_1	394
MAGs.WNFCeC3L.Bin3	394_1	394
MAGs.FJCeC3.Bin50	394_2	394
MAGs.SDCeC6.Bin30	395_0	395
MAGs.MD14d_CeC_7.Bin32	396_0	396
MAGs.FJCeC2.Bin141	397_0	397
MAGs.HEBCeC-17.Bin5	398_0	398
MAGs.HNCeC11.Bin26	399_1	399
MAGs.HNCeC12.Bin49	399_1	399
MAGs.HNCeC14.Bin36	399_1	399
MAGs.HNCeC15.Bin72	399_1	399
MAGs.HNCeC16.Bin10	399_1	399
MAGs.HNCeC17.Bin20	399_1	399
MAGs.HNCeC18.Bin13	399_1	399
MAGs.HNCeC5.Bin83	399_1	399
MAGs.HNCeC6.Bin110	399_1	399
MAGs.SHCeC16.Bin39	399_1	399
MAGs.SHCeC24.Bin49	399_1	399
MAGs.HNCeC4.Bin18	399_2	399
MAGs.HNCeC13.Bin60	399_3	399
MAGs.HNCeC10.Bin36	399_4	399
MAGs.SHCeC26.Bin15	399_5	399
MAGs.SHCeC1.Bin31	399_6	399
MAGs.MD14d_CeC_7.Bin56	399_7	399
MAGs.HNCeC11.Bin86	400_1	400
MAGs.JSCeC2.Bin128	400_1	400
MAGs.WFHCeC3L.Bin56	400_1	400
MAGs.HNCeC10.Bin21	401_1	401
MAGs.HNCeC18.Bin44	401_1	401
MAGs.SDQCeC4L.Bin31	401_1	401
MAGs.MD14d_CeC_4.Bin49	402_1	402
MAGs.MD14d_CeC_7.Bin5	402_1	402
MAGs.MD70dCeC1.Bin28	402_1	402
MAGs.MD70dCeC2.Bin6	402_1	402
MAGs.MD70dCeC5.Bin34	402_1	402
MAGs.MD70d_CeC2.Bin32	402_1	402
MAGs.MD70d_CeC6.Bin18	402_1	402
MAGs.PD42d_CeC1.Bin6	402_1	402
MAGs.PD42d_CeC5.Bin30	402_1	402
MAGs.HBCeC4.Bin5	403_1	403
MAGs.HBCeC6.Bin28	403_1	403
MAGs.PD70dCeC1.Bin31	403_1	403
MAGs.PD70dCeC3.Bin79	403_1	403
MAGs.PD70dCeC4.Bin61	403_1	403
MAGs.PD70d_CeC3.Bin87	403_1	403
MAGs.PD70d_CeC7.Bin14	403_1	403
MAGs.JSCeC2.Bin58	404_1	404
MAGs.JSCeC5.Bin79	404_1	404
MAGs.PD42d_CeC2.Bin16	404_1	404
MAGs.PD42d_CeC4.Bin5	404_1	404
MAGs.SDCeC1.Bin18	404_1	404
MAGs.SDCeC5.Bin64	404_1	404
MAGs.SXCeC1.Bin67	404_1	404
MAGs.SXCeC3.Bin52	404_1	404
MAGs.SXCeC4.Bin127	404_1	404
MAGs.SXCeC6.Bin6	404_1	404
MAGs.FJCeC3.Bin94	405_1	405
MAGs.WFHCeC25L.Bin105	405_2	405
MAGs.WFHCeC2L.Bin73	405_3	405
MAGs.WFHCeC14L.Bin12	405_4	405
MAGs.HNCeC10.Bin108	405_5	405
MAGs.MD70dCeC4.Bin14	406_1	406
MAGs.MD70d_CeC4.Bin14	406_1	406
MAGs.MD70d_CeC8.Bin19	406_1	406
MAGs.CeC192.Bin130	406_2	406
MAGs.HEBCeC-15.Bin2	406_2	406
MAGs.MD70dCeC1.Bin23	407_1	407
MAGs.MD70dCeC5.Bin27	407_1	407
MAGs.MD70d_CeC1.Bin7	407_1	407
